id,size,puzzle,solution,created_at
lgp-test-3x3-32,3*3,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - Each person has a unique hobby: `photography`, `gardening`, `cooking`
 - Each person has an occupation: `engineer`, `teacher`, `doctor`

## Clues:
1. Eric is in the second house.
2. Eric is directly left of Peter.
3. The person who is an engineer is not in the second house.
4. The person who is a doctor is the person who loves cooking.
5. The photography enthusiast is directly left of the person who is a teacher.
",[object Object],2024-07-03T21:21:29.205951
lgp-test-3x2-1,3*2,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Arnold`
 - Each person has a unique hobby: `cooking`, `gardening`, `photography`

## Clues:
1. The person who enjoys gardening is Eric.
2. Peter is in the first house.
3. The person who loves cooking is Peter.
4. Peter is directly left of Arnold.
",[object Object],2024-07-03T21:21:29.205564
lgp-test-2x2-13,2*2,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Each person has a unique level of education: `associate`, `high school`

## Clues:
1. The person with a high school diploma is in the second house.
2. Eric is not in the second house.
",[object Object],2024-07-03T21:21:29.204509
lgp-test-4x2-27,4*2,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Eric`, `Arnold`, `Peter`
 - Each person has a favorite color: `green`, `red`, `white`, `yellow`

## Clues:
1. Peter is in the fourth house.
2. The person who loves white is Alice.
3. The person whose favorite color is green is Peter.
4. Arnold is not in the second house.
5. The person who loves white is in the third house.
6. The person who loves yellow and Alice are next to each other.
",[object Object],2024-07-03T21:21:29.206972
lgp-test-3x2-39,3*2,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`
 - Everyone has a unique favorite cigar: `prince`, `blue master`, `pall mall`

## Clues:
1. Arnold is not in the third house.
2. Arnold is somewhere to the right of the person partial to Pall Mall.
3. There is one house between Eric and the person who smokes Blue Master.
",[object Object],2024-07-03T21:21:29.205766
lgp-test-2x4-4,2*4,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Each person lives in a unique style of house: `victorian`, `colonial`
 - People have unique heights: `very short`, `short`
 - Each person has a unique level of education: `associate`, `high school`

## Clues:
1. The person who is short is directly left of Eric.
2. The person residing in a Victorian house is in the first house.
3. The person who is short is the person with an associate's degree.
",[object Object],2024-07-03T21:21:29.204890
lgp-test-4x5-12,4*5,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Alice`, `Eric`, `Arnold`
 - Everyone has a favorite smoothie: `desert`, `watermelon`, `dragonfruit`, `cherry`
 - Each person lives in a unique style of house: `craftsman`, `victorian`, `ranch`, `colonial`
 - The people are of nationalities: `dane`, `brit`, `norwegian`, `swede`
 - People use unique phone models: `google pixel 6`, `samsung galaxy s21`, `iphone 13`, `oneplus 9`

## Clues:
1. The person who uses a Samsung Galaxy S21 is Arnold.
2. There is one house between Alice and the Norwegian.
3. There are two houses between the person who uses a OnePlus 9 and the person living in a colonial-style house.
4. The person living in a colonial-style house is the British person.
5. The person who uses an iPhone 13 is somewhere to the right of Alice.
6. The Watermelon smoothie lover is the British person.
7. The person residing in a Victorian house is somewhere to the left of the person who uses a Samsung Galaxy S21.
8. The Dane is the person who uses a OnePlus 9.
9. The Desert smoothie lover is not in the second house.
10. The person who uses an iPhone 13 is the Dragonfruit smoothie lover.
11. Eric is the Norwegian.
12. The person who uses a Samsung Galaxy S21 is the person in a Craftsman-style house.
",[object Object],2024-07-03T21:21:29.207689
lgp-test-2x6-12,2*6,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Each person has a unique level of education: `high school`, `associate`
 - Each mother is accompanied by their child: `Fred`, `Bella`
 - Each person prefers a unique type of vacation: `mountain`, `beach`
 - Each person has an occupation: `engineer`, `doctor`
 - Each person lives in a unique style of house: `victorian`, `colonial`

## Clues:
1. The person's child is named Fred is somewhere to the right of the person with an associate's degree.
2. The person residing in a Victorian house and Arnold are next to each other.
3. The person who loves beach vacations is the person who is a doctor.
4. The person with a high school diploma is Arnold.
5. The person who is a doctor is the person with an associate's degree.
",[object Object],2024-07-03T21:21:29.205398
lgp-test-3x4-9,3*4,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Peter`, `Arnold`
 - Each person has a unique birthday month: `jan`, `sept`, `april`
 - The people are of nationalities: `brit`, `swede`, `dane`
 - Each person has a favorite color: `yellow`, `white`, `red`

## Clues:
1. The Dane is the person whose favorite color is red.
2. The person who loves yellow is the person whose birthday is in September.
3. The person whose birthday is in September is directly left of the person whose birthday is in April.
4. The person whose birthday is in September is somewhere to the left of Arnold.
5. The Dane is in the second house.
6. The person whose birthday is in January is Peter.
7. The British person is the person who loves white.
",[object Object],2024-07-03T21:21:29.206080
lgp-test-4x4-5,4*4,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Alice`, `Arnold`, `Peter`
 - Each person has a unique favorite drink: `milk`, `tea`, `coffee`, `water`
 - The people keep unique animals: `horse`, `bird`, `fish`, `cat`
 - Each person prefers a unique type of vacation: `cruise`, `city`, `mountain`, `beach`

## Clues:
1. Peter is the cat lover.
2. The fish enthusiast is not in the third house.
3. The person who loves beach vacations is the person who keeps horses.
4. The fish enthusiast is not in the fourth house.
5. The coffee drinker is directly left of the bird keeper.
6. The one who only drinks water is Eric.
7. The tea drinker is somewhere to the right of Peter.
8. Eric is not in the second house.
9. The person who loves beach vacations is somewhere to the right of Peter.
10. The person who loves beach vacations is Alice.
11. The cat lover is somewhere to the left of the person who likes going on cruises.
12. The person who keeps horses is directly left of the person who enjoys mountain retreats.
",[object Object],2024-07-03T21:21:29.207321
lgp-test-3x5-9,3*5,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Arnold`
 - Each person prefers a unique type of vacation: `mountain`, `beach`, `city`
 - The people keep unique animals: `cat`, `horse`, `bird`
 - People have unique heights: `average`, `short`, `very short`
 - Each mother is accompanied by their child: `Fred`, `Meredith`, `Bella`

## Clues:
1. The bird keeper is in the second house.
2. The person who is very short is the person who enjoys mountain retreats.
3. The person's child is named Meredith is somewhere to the left of the person who prefers city breaks.
4. Peter is somewhere to the left of the cat lover.
5. The person's child is named Fred is the person who has an average height.
6. The person's child is named Meredith is somewhere to the right of the person who is very short.
7. Arnold is the person who is very short.
",[object Object],2024-07-03T21:21:29.206320
lgp-test-5x4-3,5*4,"There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Alice`, `Eric`, `Arnold`, `Peter`
 - The mothers' names in different houses are unique: `Aniya`, `Janelle`, `Penny`, `Kailyn`, `Holly`
 - People have unique favorite music genres: `pop`, `jazz`, `rock`, `classical`, `hip hop`
 - Everyone has something unique for lunch: `grilled cheese`, `stir fry`, `stew`, `spaghetti`, `pizza`

## Clues:
1. Eric is somewhere to the left of the person who loves classical music.
2. The person who loves eating grilled cheese is directly left of The person whose mother's name is Janelle.
3. The person whose mother's name is Penny is directly left of Alice.
4. The person who loves stir fry is Peter.
5. The person who loves the spaghetti eater is Alice.
6. Eric is somewhere to the left of the person who loves rock music.
7. The person whose mother's name is Kailyn is directly left of The person whose mother's name is Aniya.
8. The person who loves rock music is not in the third house.
9. The person who loves eating grilled cheese is directly left of the person who loves the stew.
10. The person who loves pop music is The person whose mother's name is Kailyn.
11. The person who loves the spaghetti eater is the person who loves jazz music.
12. The person who loves pop music is Arnold.
",[object Object],2024-07-03T21:21:29.208744
lgp-test-3x4-38,3*4,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`
 - Each person has a unique favorite drink: `water`, `tea`, `milk`
 - Each person has a unique type of pet: `cat`, `dog`, `fish`
 - Each person has a unique hobby: `photography`, `cooking`, `gardening`

## Clues:
1. There is one house between Arnold and Eric.
2. Peter is directly left of the person who loves cooking.
3. Peter is the person with an aquarium of fish.
4. The person who owns a dog is the person who likes milk.
5. Arnold is the person who enjoys gardening.
6. The tea drinker is in the third house.
",[object Object],2024-07-03T21:21:29.206253
lgp-test-4x3-14,4*3,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`, `Alice`
 - Each person has a unique hobby: `painting`, `gardening`, `photography`, `cooking`
 - The people keep unique animals: `horse`, `bird`, `fish`, `cat`

## Clues:
1. Peter is the cat lover.
2. There is one house between the person who paints as a hobby and Peter.
3. Alice is the fish enthusiast.
4. The person who enjoys gardening is somewhere to the right of the person who paints as a hobby.
5. Arnold is not in the second house.
6. The photography enthusiast is not in the third house.
7. The bird keeper is the person who enjoys gardening.
8. Eric is the bird keeper.
9. Alice is in the first house.
",[object Object],2024-07-03T21:21:29.207129
lgp-test-3x3-9,3*3,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - Everyone has something unique for lunch: `spaghetti`, `grilled cheese`, `pizza`
 - Each person has a favorite color: `yellow`, `white`, `red`

## Clues:
1. The person whose favorite color is red and the person who loves yellow are next to each other.
2. The person who loves the spaghetti eater is the person who loves yellow.
3. The person who is a pizza lover and the person whose favorite color is red are next to each other.
4. Peter is directly left of the person who loves the spaghetti eater.
5. The person who loves the spaghetti eater is Eric.
",[object Object],2024-07-03T21:21:29.205821
lgp-test-6x3-6,6*3,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Carol`, `Eric`, `Arnold`, `Peter`, `Alice`, `Bob`
 - The people are of nationalities: `chinese`, `german`, `dane`, `norwegian`, `swede`, `brit`
 - Each person lives in a unique style of house: `craftsman`, `colonial`, `modern`, `victorian`, `mediterranean`, `ranch`

## Clues:
1. The Chinese and the Swedish person are next to each other.
2. The German is Bob.
3. Peter is somewhere to the left of the Swedish person.
4. The person in a Mediterranean-style villa is not in the fourth house.
5. The Chinese is not in the third house.
6. The person residing in a Victorian house is not in the third house.
7. The person in a modern-style house is not in the third house.
8. The person in a Mediterranean-style villa is directly left of the person residing in a Victorian house.
9. Arnold is the person living in a colonial-style house.
10. Bob is directly left of Carol.
11. Carol is somewhere to the right of the Chinese.
12. The person in a Mediterranean-style villa is the Dane.
13. There is one house between Arnold and the Swedish person.
14. The person in a Craftsman-style house is somewhere to the right of the British person.
15. There is one house between the person in a Craftsman-style house and Eric.
",[object Object],2024-07-03T21:21:29.209984
lgp-test-3x3-39,3*3,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Arnold`
 - Each person lives in a unique style of house: `colonial`, `victorian`, `ranch`
 - They all have a unique favorite flower: `carnations`, `lilies`, `daffodils`

## Clues:
1. The person who loves a carnations arrangement is the person in a ranch-style home.
2. The person living in a colonial-style house is in the second house.
3. Arnold is the person who loves a carnations arrangement.
4. The person living in a colonial-style house is the person who loves the boquet of lilies.
5. The person who loves the boquet of lilies is directly left of Peter.
",[object Object],2024-07-03T21:21:29.205989
lgp-test-4x3-15,4*3,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Arnold`, `Eric`, `Peter`
 - Each person lives in a unique style of house: `victorian`, `colonial`, `ranch`, `craftsman`
 - Each person has a favorite color: `white`, `yellow`, `green`, `red`

## Clues:
1. The person who loves yellow is the person residing in a Victorian house.
2. The person in a ranch-style home and Eric are next to each other.
3. The person in a ranch-style home is somewhere to the right of the person who loves white.
4. The person in a ranch-style home is somewhere to the right of Peter.
5. The person in a ranch-style home is not in the fourth house.
6. Peter is not in the first house.
7. Arnold is the person whose favorite color is green.
8. The person whose favorite color is red is directly left of the person in a ranch-style home.
9. The person who loves white is the person in a Craftsman-style house.
",[object Object],2024-07-03T21:21:29.207136
lgp-test-6x4-21,6*4,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Carol`, `Peter`, `Alice`, `Eric`, `Arnold`, `Bob`
 - Each person lives in a unique style of house: `ranch`, `colonial`, `victorian`, `mediterranean`, `craftsman`, `modern`
 - People own unique car models: `tesla model 3`, `toyota camry`, `ford f150`, `chevrolet silverado`, `bmw 3 series`, `honda civic`
 - The mothers' names in different houses are unique: `Janelle`, `Aniya`, `Kailyn`, `Penny`, `Sarah`, `Holly`

## Clues:
1. The person whose mother's name is Penny is directly left of The person whose mother's name is Aniya.
2. Peter is in the sixth house.
3. The person who owns a Chevrolet Silverado is The person whose mother's name is Penny.
4. The person whose mother's name is Sarah is not in the fifth house.
5. There is one house between the person who owns a Honda Civic and the person who owns a Toyota Camry.
6. The person in a Craftsman-style house is somewhere to the right of the person in a ranch-style home.
7. Eric is somewhere to the left of The person whose mother's name is Sarah.
8. The person residing in a Victorian house is Carol.
9. The person who owns a Ford F-150 is the person in a Mediterranean-style villa.
10. The person whose mother's name is Kailyn is somewhere to the left of the person who owns a Ford F-150.
11. Bob is The person whose mother's name is Janelle.
12. The person who owns a BMW 3 Series is somewhere to the left of Eric.
13. The person whose mother's name is Holly is the person in a modern-style house.
14. The person who owns a Tesla Model 3 is not in the second house.
15. The person who owns a Toyota Camry is somewhere to the right of Eric.
16. The person who owns a Honda Civic is in the fourth house.
17. The person in a Craftsman-style house is the person who owns a Chevrolet Silverado.
18. Arnold is the person who owns a Ford F-150.
",[object Object],2024-07-03T21:21:29.210402
lgp-test-5x6-1,5*6,"There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Arnold`, `Eric`, `Peter`, `Alice`
 - Each person has a unique favorite drink: `milk`, `root beer`, `coffee`, `tea`, `water`
 - Everyone has a favorite smoothie: `dragonfruit`, `lime`, `desert`, `cherry`, `watermelon`
 - Everyone has a unique favorite cigar: `prince`, `pall mall`, `dunhill`, `blends`, `blue master`
 - Each person has a favorite color: `red`, `yellow`, `green`, `blue`, `white`
 - People have unique favorite music genres: `pop`, `rock`, `jazz`, `classical`, `hip hop`

## Clues:
1. The coffee drinker is the person who likes Cherry smoothies.
2. The Watermelon smoothie lover is the person who loves rock music.
3. The person who loves yellow is the person who loves hip-hop music.
4. Eric is somewhere to the right of the person who loves classical music.
5. The one who only drinks water is the Prince smoker.
6. The person who smokes Blue Master is Eric.
7. The Dunhill smoker is Alice.
8. The root beer lover is the person whose favorite color is red.
9. The Dunhill smoker is somewhere to the left of the Prince smoker.
10. The Dragonfruit smoothie lover is directly left of the person who likes Cherry smoothies.
11. Arnold is the person whose favorite color is green.
12. Eric is the tea drinker.
13. The Dunhill smoker is the person who loves white.
14. The person who loves classical music and the person who drinks Lime smoothies are next to each other.
15. The person who drinks Lime smoothies is Eric.
16. The person who loves rock music is directly left of the root beer lover.
17. The person who loves pop music is the root beer lover.
18. The person whose favorite color is green is not in the third house.
19. The one who only drinks water is the person who loves blue.
20. The person who loves rock music is the person who loves white.
21. Peter is not in the third house.
22. The person who likes Cherry smoothies is somewhere to the right of the person partial to Pall Mall.
",[object Object],2024-07-03T21:21:29.209350
lgp-test-4x5-27,4*5,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Peter`, `Alice`
 - People have unique heights: `very short`, `short`, `tall`, `average`
 - Each person prefers a unique type of vacation: `cruise`, `beach`, `city`, `mountain`
 - Each person has a favorite color: `green`, `red`, `yellow`, `white`
 - Each mother is accompanied by their child: `Fred`, `Bella`, `Meredith`, `Samantha`

## Clues:
1. The person who loves beach vacations is the person who is very short.
2. The person who is very short is the person who loves white.
3. The person who has an average height is the person's child is named Bella.
4. The person who has an average height is the person whose favorite color is red.
5. Peter is the person's child is named Samantha.
6. The person whose favorite color is green is directly left of the person who loves white.
7. Alice is in the third house.
8. The person who likes going on cruises is the person's child is named Bella.
9. The person who is short is the person who loves yellow.
10. The person who is very short is the person's child is named Fred.
11. Eric is the person who loves yellow.
12. The person who prefers city breaks is Eric.
13. The person who is short is somewhere to the left of the person who is tall.
",[object Object],2024-07-03T21:21:29.207792
lgp-test-2x6-20,2*6,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - The people keep unique animals: `horse`, `cat`
 - Each person has a favorite color: `yellow`, `red`
 - Everyone has a favorite smoothie: `cherry`, `desert`
 - People have unique favorite book genres: `science fiction`, `mystery`
 - Everyone has something unique for lunch: `pizza`, `grilled cheese`

## Clues:
1. Eric is the person whose favorite color is red.
2. The Desert smoothie lover is in the second house.
3. The cat lover is the person who loves eating grilled cheese.
4. Arnold is in the second house.
5. The person who keeps horses is somewhere to the left of the person who loves mystery books.
",[object Object],2024-07-03T21:21:29.205446
lgp-test-4x5-37,4*5,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Arnold`, `Peter`, `Eric`
 - People have unique favorite sports: `tennis`, `swimming`, `basketball`, `soccer`
 - Each person lives in a unique style of house: `victorian`, `colonial`, `craftsman`, `ranch`
 - Everyone has a favorite smoothie: `watermelon`, `cherry`, `desert`, `dragonfruit`
 - Each person has an occupation: `teacher`, `artist`, `engineer`, `doctor`

## Clues:
1. Alice and the person in a Craftsman-style house are next to each other.
2. The Desert smoothie lover is in the first house.
3. The Dragonfruit smoothie lover is Eric.
4. The person in a ranch-style home is somewhere to the right of the person living in a colonial-style house.
5. The person who is a doctor is not in the second house.
6. Peter is the person who likes Cherry smoothies.
7. The person who is an artist is the Dragonfruit smoothie lover.
8. Alice is in the third house.
9. The person who is an engineer is somewhere to the right of the person who loves swimming.
10. The person who loves basketball is the person who is an artist.
11. The Dragonfruit smoothie lover is not in the second house.
12. The person residing in a Victorian house is directly left of the person who loves soccer.
13. The person who loves tennis is somewhere to the left of the person who loves swimming.
",[object Object],2024-07-03T21:21:29.207861
lgp-test-5x2-28,5*2,"There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Bob`, `Alice`, `Peter`
 - People have unique heights: `very short`, `short`, `very tall`, `average`, `tall`

## Clues:
1. The person who is short is in the second house.
2. The person who is tall is Alice.
3. Eric is not in the first house.
4. The person who has an average height is not in the fourth house.
5. The person who is very tall is in the first house.
6. Arnold is in the fourth house.
7. The person who is short is Peter.
8. The person who is tall is not in the third house.
",[object Object],2024-07-03T21:21:29.208374
lgp-test-4x2-23,4*2,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Alice`, `Peter`
 - Everyone has a unique favorite cigar: `prince`, `blue master`, `dunhill`, `pall mall`

## Clues:
1. The person who smokes Blue Master is in the first house.
2. There is one house between Arnold and the Prince smoker.
3. The Dunhill smoker is Eric.
4. The Prince smoker and Peter are next to each other.
5. The Dunhill smoker is somewhere to the left of the Prince smoker.
",[object Object],2024-07-03T21:21:29.206949
lgp-test-6x3-3,6*3,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Carol`, `Bob`, `Alice`, `Arnold`, `Eric`, `Peter`
 - Each person prefers a unique type of vacation: `camping`, `cultural`, `beach`, `city`, `mountain`, `cruise`
 - People have unique favorite sports: `swimming`, `volleyball`, `baseball`, `basketball`, `tennis`, `soccer`

## Clues:
1. The person who loves tennis is somewhere to the left of Peter.
2. Arnold is not in the fifth house.
3. The person who prefers city breaks and Peter are next to each other.
4. The person who enjoys camping trips is the person who loves basketball.
5. The person who likes going on cruises is Carol.
6. The person who enjoys mountain retreats is the person who loves swimming.
7. The person who loves baseball is the person who loves beach vacations.
8. Bob is the person who loves swimming.
9. The person who goes on cultural tours is the person who loves soccer.
10. The person who loves tennis is directly left of the person who enjoys mountain retreats.
11. The person who enjoys camping trips is Alice.
12. There are two houses between the person who loves tennis and Alice.
13. The person who goes on cultural tours is not in the fifth house.
14. The person who loves beach vacations is in the third house.
",[object Object],2024-07-03T21:21:29.209962
lgp-test-2x2-10,2*2,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People own unique car models: `ford f150`, `tesla model 3`

## Clues:
1. The person who owns a Ford F-150 is Arnold.
2. Arnold is in the first house.
",[object Object],2024-07-03T21:21:29.204494
lgp-test-2x6-39,2*6,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - People have unique favorite book genres: `science fiction`, `mystery`
 - Each person prefers a unique type of vacation: `mountain`, `beach`
 - Everyone has a favorite smoothie: `desert`, `cherry`
 - Each mother is accompanied by their child: `Fred`, `Bella`
 - People have unique favorite sports: `basketball`, `soccer`

## Clues:
1. The person's child is named Bella is Eric.
2. The person who loves soccer is the person's child is named Fred.
3. The person who likes Cherry smoothies is the person who loves mystery books.
4. The person who loves beach vacations is the person who loves mystery books.
5. The person who enjoys mountain retreats is in the second house.
6. Eric is somewhere to the right of Arnold.
",[object Object],2024-07-03T21:21:29.205553
lgp-test-4x2-25,4*2,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Arnold`, `Peter`, `Eric`
 - Each person has a unique level of education: `high school`, `associate`, `bachelor`, `master`

## Clues:
1. Alice is the person with an associate's degree.
2. Arnold is in the first house.
3. Peter is in the fourth house.
4. Eric is the person with a bachelor's degree.
5. Peter is the person with a master's degree.
6. The person with an associate's degree is not in the third house.
",[object Object],2024-07-03T21:21:29.206960
lgp-test-4x5-14,4*5,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Alice`, `Eric`, `Arnold`
 - The mothers' names in different houses are unique: `Janelle`, `Holly`, `Aniya`, `Kailyn`
 - Everyone has a favorite smoothie: `watermelon`, `dragonfruit`, `desert`, `cherry`
 - People have unique heights: `tall`, `average`, `short`, `very short`
 - Each person has a unique level of education: `high school`, `associate`, `master`, `bachelor`

## Clues:
1. The person whose mother's name is Janelle is in the third house.
2. The Desert smoothie lover is the person with a master's degree.
3. The Desert smoothie lover is not in the first house.
4. The person who is very short is somewhere to the left of the person with a high school diploma.
5. Eric and the person who likes Cherry smoothies are next to each other.
6. The person with a high school diploma is not in the third house.
7. The person whose mother's name is Kailyn is the person with an associate's degree.
8. The person who likes Cherry smoothies is The person whose mother's name is Aniya.
9. The person who is tall is The person whose mother's name is Janelle.
10. Arnold is somewhere to the right of the person who has an average height.
11. The Dragonfruit smoothie lover is directly left of the person who is short.
12. The person who is tall is Alice.
",[object Object],2024-07-03T21:21:29.207704
lgp-test-2x2-31,2*2,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - Each person prefers a unique type of vacation: `beach`, `mountain`

## Clues:
1. Arnold is the person who loves beach vacations.
2. The person who loves beach vacations is not in the first house.
",[object Object],2024-07-03T21:21:29.204631
lgp-test-4x6-19,4*6,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`, `Alice`
 - They all have a unique favorite flower: `lilies`, `roses`, `daffodils`, `carnations`
 - People have unique favorite sports: `swimming`, `tennis`, `soccer`, `basketball`
 - People have unique hair colors: `black`, `brown`, `blonde`, `red`
 - Each person has a unique birthday month: `feb`, `jan`, `april`, `sept`
 - Each person prefers a unique type of vacation: `cruise`, `city`, `mountain`, `beach`

## Clues:
1. The person who enjoys mountain retreats is in the fourth house.
2. The person whose birthday is in April and the person who loves a bouquet of daffodils are next to each other.
3. The person who likes going on cruises is the person who loves a carnations arrangement.
4. The person whose birthday is in September is the person who loves soccer.
5. Arnold is the person who loves a bouquet of daffodils.
6. Alice is in the third house.
7. The person who loves basketball is the person whose birthday is in April.
8. The person whose birthday is in February is the person who has brown hair.
9. The person who has black hair is somewhere to the left of the person who likes going on cruises.
10. The person who prefers city breaks is Eric.
11. The person who has brown hair is Arnold.
12. The person who has blonde hair is the person who loves tennis.
13. The person who loves tennis is the person who likes going on cruises.
14. The person who loves beach vacations is not in the third house.
15. The person who loves the boquet of lilies is in the first house.
",[object Object],2024-07-03T21:21:29.208016
lgp-test-4x2-4,4*2,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Alice`, `Peter`, `Eric`
 - People have unique favorite book genres: `mystery`, `romance`, `science fiction`, `fantasy`

## Clues:
1. Arnold is the person who loves science fiction books.
2. The person who loves fantasy books is not in the second house.
3. Alice is not in the second house.
4. The person who loves romance books is in the first house.
5. Peter is the person who loves romance books.
6. Arnold is somewhere to the right of Alice.
",[object Object],2024-07-03T21:21:29.206839
lgp-test-3x3-37,3*3,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Peter`
 - Each person has a unique hobby: `cooking`, `gardening`, `photography`
 - People have unique favorite book genres: `mystery`, `science fiction`, `romance`

## Clues:
1. Eric is the person who loves cooking.
2. The person who loves romance books and Arnold are next to each other.
3. The person who loves romance books is directly left of the person who loves science fiction books.
4. The person who loves romance books is the photography enthusiast.
5. The person who loves science fiction books is in the second house.
",[object Object],2024-07-03T21:21:29.205978
