"id","puzzle","question","choices","answer","created_at"
"lgp-test-4x5-32#mc-16","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Alice`, `Eric`, `Peter`
 - Each person has a unique hobby: `cooking`, `painting`, `photography`, `gardening`
 - Each person has a unique birthday month: `april`, `jan`, `sept`, `feb`
 - Each person has a unique level of education: `master`, `bachelor`, `associate`, `high school`
 - Everyone has a favorite smoothie: `cherry`, `watermelon`, `desert`, `dragonfruit`

## Clues:
1. The Desert smoothie lover is the person whose birthday is in January.
2. Eric is the person with a bachelor's degree.
3. The person whose birthday is in January is the person with a bachelor's degree.
4. The person with a high school diploma is in the third house.
5. The Watermelon smoothie lover is not in the third house.
6. The person with an associate's degree is Arnold.
7. The person with a master's degree is the person who paints as a hobby.
8. There is one house between the Dragonfruit smoothie lover and the person whose birthday is in September.
9. The person with a high school diploma is the person whose birthday is in September.
10. The person who loves cooking is Alice.
11. The person whose birthday is in April and the person who enjoys gardening are next to each other.
12. The person who paints as a hobby is the person whose birthday is in February.
","What is Hobby of the person who lives in House 4?","['photography','cooking','gardening','painting']","painting","2024-07-03T21:21:31.329722"
"lgp-test-2x6-1#mc-10","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - People have unique favorite sports: `basketball`, `soccer`
 - People have unique hair colors: `brown`, `black`
 - People have unique heights: `very short`, `short`
 - Everyone has a favorite smoothie: `desert`, `cherry`
 - They all have a unique favorite flower: `daffodils`, `carnations`

## Clues:
1. The person who loves soccer is not in the second house.
2. The Desert smoothie lover is directly left of the person who is very short.
3. The person who is very short is the person who has brown hair.
4. The person who loves a carnations arrangement is the Desert smoothie lover.
5. Eric and the person who has brown hair are next to each other.
","What is Smoothie of the person who lives in House 2?","['cherry','desert']","cherry","2024-07-03T21:21:31.304138"
"lgp-test-6x3-0#mc-1","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Carol`, `Bob`, `Peter`, `Alice`, `Eric`, `Arnold`
 - They all have a unique favorite flower: `daffodils`, `carnations`, `roses`, `iris`, `tulips`, `lilies`
 - The people are of nationalities: `norwegian`, `dane`, `chinese`, `brit`, `german`, `swede`

## Clues:
1. The Dane is the person who loves a carnations arrangement.
2. The Swedish person is Arnold.
3. The Chinese is the person who loves the rose bouquet.
4. The Norwegian and the person who loves the rose bouquet are next to each other.
5. The person who loves the vase of tulips is Arnold.
6. There are two houses between Bob and the person who loves the boquet of iris.
7. The person who loves a carnations arrangement is directly left of the person who loves a bouquet of daffodils.
8. The Dane is in the second house.
9. The person who loves a carnations arrangement is directly left of Alice.
10. The person who loves a bouquet of daffodils and the Swedish person are next to each other.
11. The German is somewhere to the right of the person who loves a carnations arrangement.
12. The Norwegian is somewhere to the right of Peter.
13. The Norwegian is Eric.
","What is Flower of the person who lives in House 1?","['carnations','tulips','iris','roses','daffodils','lilies']","lilies","2024-07-03T21:21:31.365032"
"lgp-test-2x4-23#mc-2","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - The mothers' names in different houses are unique: `Aniya`, `Holly`
 - People own unique car models: `ford f150`, `tesla model 3`
 - People have unique heights: `short`, `very short`

## Clues:
1. The person who owns a Tesla Model 3 is somewhere to the right of Arnold.
2. Arnold is the person who is short.
3. The person whose mother's name is Holly is in the second house.
","What is CarModel of the person who lives in House 1?","['ford f150','tesla model 3']","ford f150","2024-07-03T21:21:31.301337"
"lgp-test-2x5-11#mc-4","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - People have unique heights: `very short`, `short`
 - Each person has a unique hobby: `gardening`, `photography`
 - Everyone has something unique for lunch: `grilled cheese`, `pizza`
 - Each person has an occupation: `doctor`, `engineer`

## Clues:
1. The person who enjoys gardening is directly left of the person who loves eating grilled cheese.
2. Eric is directly left of the person who is a doctor.
3. The person who is very short is not in the first house.
","What is Occupation of the person who lives in House 1?","['engineer','doctor']","engineer","2024-07-03T21:21:31.302581"
"lgp-test-6x5-21#mc-2","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Bob`, `Carol`, `Eric`, `Peter`, `Arnold`
 - Each person has a unique hobby: `knitting`, `woodworking`, `photography`, `cooking`, `gardening`, `painting`
 - Each person lives in a unique style of house: `ranch`, `modern`, `mediterranean`, `colonial`, `craftsman`, `victorian`
 - People have unique favorite music genres: `classical`, `jazz`, `rock`, `hip hop`, `pop`, `country`
 - People have unique hair colors: `blonde`, `red`, `gray`, `black`, `brown`, `auburn`

## Clues:
1. The woodworking hobbyist is somewhere to the right of the person living in a colonial-style house.
2. The person who loves jazz music is in the sixth house.
3. The person who has black hair is directly left of Bob.
4. The person who has blonde hair is the person living in a colonial-style house.
5. Arnold is directly left of the person in a ranch-style home.
6. The person who paints as a hobby is somewhere to the left of the photography enthusiast.
7. Peter is the person who has black hair.
8. Eric is not in the first house.
9. The person who enjoys gardening is the person who has brown hair.
10. The person who has red hair is the person who loves pop music.
11. The person in a Craftsman-style house is in the sixth house.
12. Carol is in the sixth house.
13. The person who has blonde hair is directly left of the person residing in a Victorian house.
14. The person who enjoys knitting is Bob.
15. The person who paints as a hobby is the person who has blonde hair.
16. The person who enjoys knitting is the person who has auburn hair.
17. The photography enthusiast is somewhere to the left of the person in a Craftsman-style house.
18. There is one house between the person who loves hip-hop music and the person who loves country music.
19. The person who has black hair is somewhere to the right of the person who loves hip-hop music.
20. The person who enjoys gardening is the person residing in a Victorian house.
21. The person who loves pop music is somewhere to the left of the person in a Mediterranean-style villa.
22. The person who loves rock music is in the second house.
","What is HouseStyle of the person who lives in House 1?","['victorian','ranch','craftsman','colonial','modern','mediterranean']","modern","2024-07-03T21:21:31.380059"
"lgp-test-4x5-26#mc-15","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Peter`, `Arnold`, `Alice`
 - Each person has an occupation: `doctor`, `teacher`, `artist`, `engineer`
 - Each person has a unique type of pet: `fish`, `dog`, `bird`, `cat`
 - People have unique heights: `short`, `average`, `tall`, `very short`
 - People have unique favorite book genres: `fantasy`, `science fiction`, `romance`, `mystery`

## Clues:
1. The person who has a cat is directly left of the person who is a teacher.
2. Alice and the person who has an average height are next to each other.
3. The person who is tall is somewhere to the right of Arnold.
4. The person who keeps a pet bird is not in the third house.
5. The person who loves science fiction books is the person who is tall.
6. The person who is a doctor is not in the third house.
7. The person who loves fantasy books is the person with an aquarium of fish.
8. Eric is the person who is very short.
9. The person who is a teacher is directly left of Alice.
10. The person with an aquarium of fish is somewhere to the right of the person who is an engineer.
11. The person who loves fantasy books is Eric.
12. The person who loves romance books and the person with an aquarium of fish are next to each other.
","What is Name of the person who lives in House 4?","['Arnold','Peter','Eric','Alice']","Peter","2024-07-03T21:21:31.328916"
"lgp-test-2x5-36#mc-8","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - They all have a unique favorite flower: `daffodils`, `carnations`
 - People have unique favorite music genres: `pop`, `rock`
 - Each mother is accompanied by their child: `Fred`, `Bella`
 - Everyone has a unique favorite cigar: `pall mall`, `prince`

## Clues:
1. Arnold is the Prince smoker.
2. The person who loves a carnations arrangement is the Prince smoker.
3. The person's child is named Bella is Eric.
4. The person who loves pop music is Eric.
5. The person's child is named Bella is in the first house.
","What is Children of the person who lives in House 2?","['Fred','Bella']","Fred","2024-07-03T21:21:31.303856"
"lgp-test-5x4-27#mc-19","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Alice`, `Eric`, `Bob`, `Arnold`
 - Each person has a unique birthday month: `april`, `feb`, `mar`, `jan`, `sept`
 - Everyone has a unique favorite cigar: `pall mall`, `prince`, `dunhill`, `blends`, `blue master`
 - Each person has a unique favorite drink: `water`, `coffee`, `tea`, `milk`, `root beer`

## Clues:
1. The root beer lover is Eric.
2. The person partial to Pall Mall is in the third house.
3. The person whose birthday is in April is Bob.
4. The Dunhill smoker is the person whose birthday is in March.
5. Peter is somewhere to the right of the root beer lover.
6. There is one house between the person whose birthday is in January and Peter.
7. The person who smokes many unique blends is the person whose birthday is in February.
8. The person whose birthday is in February is in the second house.
9. Arnold is directly left of Peter.
10. The person who likes milk is not in the fifth house.
11. The person who smokes Blue Master is the coffee drinker.
12. There is one house between the tea drinker and the coffee drinker.
13. Eric is in the third house.
","What is Drink of the person who lives in House 5?","['water','coffee','milk','root beer','tea']","water","2024-07-03T21:21:31.346444"
"lgp-test-2x5-6#mc-2","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Everyone has something unique for lunch: `pizza`, `grilled cheese`
 - People have unique favorite book genres: `mystery`, `science fiction`
 - Everyone has a favorite smoothie: `cherry`, `desert`
 - They all have a unique favorite flower: `carnations`, `daffodils`

## Clues:
1. The person who loves mystery books is the person who loves a bouquet of daffodils.
2. The person who loves a carnations arrangement is somewhere to the left of the Desert smoothie lover.
3. The person who loves eating grilled cheese is directly left of Arnold.
","What is BookGenre of the person who lives in House 1?","['science fiction','mystery']","science fiction","2024-07-03T21:21:31.302320"
"lgp-test-5x2-29#mc-1","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Bob`, `Arnold`, `Alice`
 - Each mother is accompanied by their child: `Timothy`, `Bella`, `Meredith`, `Samantha`, `Fred`

## Clues:
1. Arnold is not in the first house.
2. Alice is directly left of the person's child is named Samantha.
3. Peter is directly left of Alice.
4. Arnold is the person's child is named Bella.
5. Eric is not in the third house.
6. The person's child is named Meredith is in the fifth house.
7. The person who is the mother of Timothy is not in the first house.
","What is Children of the person who lives in House 1?","['Fred','Meredith','Timothy','Bella','Samantha']","Fred","2024-07-03T21:21:31.339102"
"lgp-test-3x5-25#mc-11","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`
 - The mothers' names in different houses are unique: `Holly`, `Janelle`, `Aniya`
 - Each mother is accompanied by their child: `Fred`, `Meredith`, `Bella`
 - The people keep unique animals: `cat`, `bird`, `horse`
 - Each person has a unique favorite drink: `tea`, `water`, `milk`

## Clues:
1. Peter is somewhere to the left of the person's child is named Meredith.
2. The person's child is named Fred is directly left of the person who keeps horses.
3. The person's child is named Fred is in the second house.
4. The person who likes milk is the person who keeps horses.
5. The person whose mother's name is Holly is Eric.
6. The tea drinker is the cat lover.
7. The person's child is named Bella is Eric.
8. The tea drinker and Arnold are next to each other.
9. The person whose mother's name is Janelle is in the second house.
","What is Mother of the person who lives in House 3?","['Janelle','Aniya','Holly']","Aniya","2024-07-03T21:21:31.313500"
"lgp-test-5x3-32#mc-10","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Arnold`, `Bob`, `Eric`, `Peter`
 - They all have a unique favorite flower: `roses`, `tulips`, `carnations`, `lilies`, `daffodils`
 - Each mother is accompanied by their child: `Fred`, `Meredith`, `Timothy`, `Bella`, `Samantha`

## Clues:
1. The person's child is named Meredith is the person who loves a carnations arrangement.
2. The person's child is named Bella is directly left of the person who loves the vase of tulips.
3. The person's child is named Bella is the person who loves the rose bouquet.
4. The person who loves the boquet of lilies is Eric.
5. There are two houses between Bob and Peter.
6. Alice is the person's child is named Meredith.
7. Peter is the person who loves the rose bouquet.
8. The person's child is named Fred is in the third house.
9. The person's child is named Samantha is in the fifth house.
10. The person's child is named Meredith is in the second house.
","What is Flower of the person who lives in House 4?","['roses','tulips','carnations','lilies','daffodils']","roses","2024-07-03T21:21:31.342522"
"lgp-test-6x4-4#mc-1","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Bob`, `Peter`, `Eric`, `Carol`, `Arnold`
 - People own unique car models: `toyota camry`, `ford f150`, `bmw 3 series`, `tesla model 3`, `chevrolet silverado`, `honda civic`
 - Each person has a unique hobby: `knitting`, `gardening`, `woodworking`, `painting`, `photography`, `cooking`
 - Each person has a unique favorite drink: `coffee`, `root beer`, `milk`, `water`, `tea`, `boba tea`

## Clues:
1. There is one house between the coffee drinker and the woodworking hobbyist.
2. The person who enjoys knitting is in the first house.
3. There are two houses between the person who loves cooking and the person who likes milk.
4. The person who paints as a hobby is the person who owns a Toyota Camry.
5. Arnold is the tea drinker.
6. There is one house between the person who owns a Chevrolet Silverado and the person who owns a BMW 3 Series.
7. The woodworking hobbyist is somewhere to the right of Carol.
8. The person who paints as a hobby is not in the fourth house.
9. The boba tea drinker is in the third house.
10. Bob is somewhere to the left of the person who likes milk.
11. The person who owns a Chevrolet Silverado is not in the sixth house.
12. The person who owns a Toyota Camry is the root beer lover.
13. The person who owns a Chevrolet Silverado is Alice.
14. Peter is the person who owns a Toyota Camry.
15. The root beer lover is not in the sixth house.
16. The person who owns a Tesla Model 3 is not in the first house.
17. The person who enjoys gardening is Eric.
18. The tea drinker is somewhere to the left of the one who only drinks water.
19. The person who owns a Honda Civic and the boba tea drinker are next to each other.
20. Bob is in the third house.
","What is CarModel of the person who lives in House 1?","['bmw 3 series','ford f150','honda civic','toyota camry','chevrolet silverado','tesla model 3']","ford f150","2024-07-03T21:21:31.370051"
"lgp-test-6x5-39#mc-29","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`, `Alice`, `Carol`, `Bob`
 - People have unique favorite book genres: `mystery`, `biography`, `science fiction`, `romance`, `fantasy`, `historical fiction`
 - Each person has a unique favorite drink: `water`, `milk`, `boba tea`, `coffee`, `tea`, `root beer`
 - People have unique hair colors: `blonde`, `red`, `gray`, `black`, `auburn`, `brown`
 - Each person has a unique birthday month: `may`, `mar`, `sept`, `jan`, `april`, `feb`

## Clues:
1. The person who likes milk is the person who has gray hair.
2. Alice is somewhere to the right of the person who has auburn hair.
3. The person whose birthday is in September is not in the sixth house.
4. The tea drinker is somewhere to the left of the person who has auburn hair.
5. Carol is the person who loves biography books.
6. The person who likes milk is in the fourth house.
7. The person who has auburn hair is directly left of Eric.
8. The boba tea drinker is the person who has brown hair.
9. The person whose birthday is in February is the person who has gray hair.
10. Carol is the person who has blonde hair.
11. The person who loves fantasy books is somewhere to the left of Bob.
12. The person who has blonde hair is the person whose birthday is in April.
13. Peter is the coffee drinker.
14. The person who loves historical fiction books is somewhere to the right of the person who loves science fiction books.
15. The person who loves science fiction books is Bob.
16. The root beer lover is not in the first house.
17. There is one house between the person whose birthday is in May and Peter.
18. The person who has black hair is in the second house.
19. The person whose birthday is in February is the person who loves historical fiction books.
20. Arnold is the person whose birthday is in March.
21. The root beer lover is somewhere to the left of the person whose birthday is in May.
22. The person who loves mystery books is in the sixth house.
","What is Birthday of the person who lives in House 6?","['sept','april','mar','may','feb','jan']","jan","2024-07-03T21:21:31.384105"
"lgp-test-4x3-36#mc-9","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Alice`, `Peter`
 - Each person lives in a unique style of house: `craftsman`, `ranch`, `victorian`, `colonial`
 - Each person has a unique favorite drink: `water`, `tea`, `milk`, `coffee`

## Clues:
1. Eric is the one who only drinks water.
2. The person who likes milk is the person residing in a Victorian house.
3. The person in a ranch-style home is somewhere to the left of the person in a Craftsman-style house.
4. Eric is in the third house.
5. Arnold is somewhere to the right of Alice.
6. The person in a ranch-style home is Arnold.
7. Eric and the person residing in a Victorian house are next to each other.
8. The tea drinker is not in the first house.
","What is Name of the person who lives in House 4?","['Peter','Arnold','Eric','Alice']","Peter","2024-07-03T21:21:31.322238"
"lgp-test-4x5-6#mc-19","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Alice`, `Arnold`
 - Each person has a unique level of education: `bachelor`, `high school`, `associate`, `master`
 - People have unique favorite music genres: `jazz`, `rock`, `pop`, `classical`
 - Each person has a favorite color: `green`, `red`, `yellow`, `white`
 - They all have a unique favorite flower: `lilies`, `carnations`, `daffodils`, `roses`

## Clues:
1. The person with a bachelor's degree is the person who loves a bouquet of daffodils.
2. The person who loves a carnations arrangement is not in the first house.
3. The person with a master's degree is Alice.
4. The person with a master's degree is directly left of the person who loves classical music.
5. Eric is not in the second house.
6. Arnold is not in the third house.
7. The person who loves yellow is directly left of the person who loves the rose bouquet.
8. The person who loves pop music is in the second house.
9. The person with an associate's degree is not in the fourth house.
10. The person who loves a carnations arrangement is not in the fourth house.
11. The person whose favorite color is red is directly left of the person who loves white.
12. The person whose favorite color is red is the person who loves rock music.
13. Arnold is the person who loves yellow.
14. The person who loves a bouquet of daffodils is the person who loves yellow.
","What is Flower of the person who lives in House 4?","['daffodils','carnations','roses','lilies']","lilies","2024-07-03T21:21:31.326656"
"lgp-test-4x2-12#mc-2","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Peter`, `Alice`
 - Each person has a unique hobby: `gardening`, `cooking`, `painting`, `photography`

## Clues:
1. The person who paints as a hobby is somewhere to the left of Peter.
2. The person who enjoys gardening is not in the fourth house.
3. Eric is the person who paints as a hobby.
4. The person who paints as a hobby and the person who loves cooking are next to each other.
5. The photography enthusiast is somewhere to the left of the person who enjoys gardening.
6. The photography enthusiast is Alice.
","What is Name of the person who lives in House 2?","['Alice','Arnold','Eric','Peter']","Arnold","2024-07-03T21:21:31.318965"
"lgp-test-4x5-3#mc-12","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`, `Alice`
 - The mothers' names in different houses are unique: `Holly`, `Kailyn`, `Aniya`, `Janelle`
 - People have unique favorite book genres: `science fiction`, `mystery`, `fantasy`, `romance`
 - Each person has a favorite color: `green`, `red`, `white`, `yellow`
 - Each person prefers a unique type of vacation: `mountain`, `cruise`, `beach`, `city`

## Clues:
1. The person who loves romance books and the person who likes going on cruises are next to each other.
2. Arnold is The person whose mother's name is Janelle.
3. The person who prefers city breaks is the person who loves yellow.
4. The person who loves science fiction books is directly left of Peter.
5. The person who loves science fiction books is somewhere to the left of The person whose mother's name is Kailyn.
6. The person who loves beach vacations is not in the first house.
7. There is one house between Alice and the person who likes going on cruises.
8. The person who loves mystery books is the person who loves white.
9. Peter is the person who prefers city breaks.
10. The person whose favorite color is green is in the third house.
11. The person whose mother's name is Aniya is Peter.
12. The person whose favorite color is green is The person whose mother's name is Janelle.
","What is BookGenre of the person who lives in House 3?","['romance','mystery','science fiction','fantasy']","fantasy","2024-07-03T21:21:31.326271"
"lgp-test-6x5-36#mc-11","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Carol`, `Alice`, `Eric`, `Arnold`, `Peter`
 - Everyone has something unique for lunch: `pizza`, `spaghetti`, `soup`, `grilled cheese`, `stew`, `stir fry`
 - Each person has a unique level of education: `associate`, `doctorate`, `trade school`, `high school`, `master`, `bachelor`
 - The people keep unique animals: `horse`, `fish`, `rabbit`, `cat`, `bird`, `dog`
 - Each person lives in a unique style of house: `ranch`, `victorian`, `modern`, `craftsman`, `mediterranean`, `colonial`

## Clues:
1. The person residing in a Victorian house is in the fourth house.
2. The fish enthusiast is in the first house.
3. The person in a ranch-style home is the bird keeper.
4. The person residing in a Victorian house is somewhere to the left of the person who loves the soup.
5. Carol is directly left of the person who keeps horses.
6. The person who loves stir fry is the person with a doctorate.
7. The person with a master's degree is somewhere to the left of the person with a doctorate.
8. There is one house between the person in a Mediterranean-style villa and the person with a bachelor's degree.
9. The person who attended trade school is the cat lover.
10. The person with a master's degree is the person who is a pizza lover.
11. The person who is a pizza lover is somewhere to the right of Alice.
12. The person living in a colonial-style house is the person who loves the stew.
13. Arnold is the person with a master's degree.
14. There is one house between Arnold and the person who loves eating grilled cheese.
15. The person in a modern-style house and the person who attended trade school are next to each other.
16. Eric is directly left of the person with a doctorate.
17. Alice and the person in a Mediterranean-style villa are next to each other.
18. The person with an associate's degree is directly left of Eric.
19. The dog owner is Bob.
","What is Food of the person who lives in House 3?","['stew','stir fry','spaghetti','pizza','soup','grilled cheese']","spaghetti","2024-07-03T21:21:31.383337"
"lgp-test-2x3-2#mc-5","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People have unique heights: `very short`, `short`
 - The mothers' names in different houses are unique: `Aniya`, `Holly`

## Clues:
1. The person whose mother's name is Aniya is Arnold.
2. The person whose mother's name is Aniya is in the first house.
3. The person who is very short is not in the second house.
","What is Mother of the person who lives in House 2?","['Holly','Aniya']","Holly","2024-07-03T21:21:31.299326"
"lgp-test-2x2-32#mc-2","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People have unique favorite book genres: `science fiction`, `mystery`

## Clues:
1. Eric is directly left of the person who loves mystery books.
","What is Name of the person who lives in House 2?","['Arnold','Eric']","Arnold","2024-07-03T21:21:31.299103"
"lgp-test-2x4-26#mc-3","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Everyone has a favorite smoothie: `cherry`, `desert`
 - Each person has a unique favorite drink: `water`, `tea`
 - People have unique favorite sports: `basketball`, `soccer`

## Clues:
1. Eric is not in the first house.
2. The person who loves soccer is the Desert smoothie lover.
3. The one who only drinks water is the person who likes Cherry smoothies.
4. The one who only drinks water is Arnold.
","What is FavoriteSport of the person who lives in House 1?","['basketball','soccer']","basketball","2024-07-03T21:21:31.301466"
"lgp-test-2x6-29#mc-8","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People have unique favorite music genres: `pop`, `rock`
 - Each person has a unique type of pet: `dog`, `cat`
 - Everyone has something unique for lunch: `pizza`, `grilled cheese`
 - The people are of nationalities: `brit`, `dane`
 - Each person has a unique birthday month: `april`, `sept`

## Clues:
1. Arnold is the person who loves eating grilled cheese.
2. The person whose birthday is in April is in the first house.
3. Eric is the person who owns a dog.
4. The person who loves rock music is the person who owns a dog.
5. The British person is in the second house.
6. The person who is a pizza lover is directly left of the person who loves eating grilled cheese.
","What is Pet of the person who lives in House 2?","['cat','dog']","cat","2024-07-03T21:21:31.305764"
"lgp-test-4x5-17#mc-5","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Alice`, `Eric`, `Arnold`
 - People use unique phone models: `samsung galaxy s21`, `oneplus 9`, `google pixel 6`, `iphone 13`
 - Everyone has a unique favorite cigar: `dunhill`, `prince`, `blue master`, `pall mall`
 - People have unique hair colors: `red`, `black`, `blonde`, `brown`
 - Each person has a favorite color: `white`, `yellow`, `red`, `green`

## Clues:
1. The person who uses an iPhone 13 is the person who has brown hair.
2. The person who has black hair is somewhere to the left of the Prince smoker.
3. The person who loves yellow is the person who smokes Blue Master.
4. The Dunhill smoker is the person who uses a OnePlus 9.
5. The person who uses a OnePlus 9 is directly left of the person who has red hair.
6. Alice is not in the second house.
7. The Prince smoker is somewhere to the left of the person who uses a OnePlus 9.
8. The person who smokes Blue Master is the person who uses a Samsung Galaxy S21.
9. Eric is the person who loves white.
10. The person who smokes Blue Master is directly left of the person whose favorite color is red.
11. The person partial to Pall Mall is Arnold.
","What is Name of the person who lives in House 2?","['Peter','Eric','Alice','Arnold']","Peter","2024-07-03T21:21:31.327840"
"lgp-test-3x4-33#mc-9","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - Each person lives in a unique style of house: `victorian`, `colonial`, `ranch`
 - The people are of nationalities: `dane`, `brit`, `swede`
 - Each person has a unique type of pet: `dog`, `fish`, `cat`

## Clues:
1. The person who owns a dog is directly left of Peter.
2. Eric is in the second house.
3. The Dane is the person in a ranch-style home.
4. The person who owns a dog is the person living in a colonial-style house.
5. The person who has a cat is the Dane.
6. The British person is in the third house.
","What is HouseStyle of the person who lives in House 3?","['ranch','colonial','victorian']","victorian","2024-07-03T21:21:31.311159"
"lgp-test-5x2-28#mc-0","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Bob`, `Alice`, `Peter`
 - People have unique heights: `very short`, `short`, `very tall`, `average`, `tall`

## Clues:
1. The person who is short is in the second house.
2. The person who is tall is Alice.
3. Eric is not in the first house.
4. The person who has an average height is not in the fourth house.
5. The person who is very tall is in the first house.
6. Arnold is in the fourth house.
7. The person who is short is Peter.
8. The person who is tall is not in the third house.
","What is Name of the person who lives in House 1?","['Peter','Arnold','Bob','Eric','Alice']","Bob","2024-07-03T21:21:31.339045"
"lgp-test-3x5-23#mc-2","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`
 - Each person has a unique birthday month: `april`, `jan`, `sept`
 - People have unique favorite book genres: `mystery`, `romance`, `science fiction`
 - Each person lives in a unique style of house: `ranch`, `victorian`, `colonial`
 - They all have a unique favorite flower: `carnations`, `daffodils`, `lilies`

## Clues:
1. The person who loves romance books is in the third house.
2. Arnold is the person who loves a carnations arrangement.
3. The person living in a colonial-style house is the person whose birthday is in September.
4. The person who loves a carnations arrangement is in the second house.
5. The person whose birthday is in April is the person in a ranch-style home.
6. The person who loves science fiction books is Arnold.
7. The person in a ranch-style home is the person who loves a carnations arrangement.
8. The person whose birthday is in January is somewhere to the left of Peter.
9. The person whose birthday is in April is somewhere to the left of the person who loves the boquet of lilies.
","What is BookGenre of the person who lives in House 1?","['mystery','science fiction','romance']","mystery","2024-07-03T21:21:31.313299"
